,rmse,bias,std,r2
PR,13.361959259025477,8.113889544379514,10.616343612631681,0.8987756554201687
MDT,8.025706978086356,3.7095488385617066,7.116967044495114,0.2569030929786857
MDA,10.415979847154533,-0.39762953827898584,10.408387335539421,0.2616877941962555
NA,9.018619170456782,0.98656516175305,8.964495575510412,0.5035861337826604
PI,14.04712633714699,8.767519739853944,10.975078858169544,0.24633059597785237
MDP,9.091324713198693,5.854474079792396,6.955380528041316,0.12683684777736778
