,rmse,bias,std,r2
PR,11.85063969326984,5.294537741828809,10.60214748247038,0.8982750188579994
MDT,6.729313654547689,0.705786566550857,6.692199009575129,0.30971054060635606
MDA,10.974657972909494,-3.500107342366961,10.40155595159949,0.2770398024551645
NA,9.709347228390056,-3.1359524878808727,9.188973043556034,0.49046210445452204
PI,11.919343258757788,5.5105329639104745,10.569047742050879,0.29195624418713456
MDP,7.377225398893358,2.2894217050416263,7.012988153601969,0.12893939413171704
